row_id,source_package_id,source_sha256,source_table,curve_lane,au_code,sph,species_composition_raw,species_components_json,species_percent_total,spp1_si,spp2_si,spp3_si,spp4_si,spp5_si,genetic_gain_spp1,genetic_gain_spp2,genetic_gain_spp3,genetic_gain_spp4,genetic_gain_spp5,productive_area_ha,thlb_area_ha,pdf_page_start,pdf_page_end,appendix_page_start,appendix_page_end,source_anchor,continuation_row_count,parse_confidence,review_status,model_input_status,parser_warnings,raw_start_cells_json,raw_continuation_cells_json
p10r_table_54_066,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E214hF,900,hw67 cw16 ba11 ss5 dr1,"[{""species"": ""hw"", ""percent"": 67}, {""species"": ""cw"", ""percent"": 16}, {""species"": ""ba"", ""percent"": 11}, {""species"": ""ss"", ""percent"": 5}, {""species"": ""dr"", ""percent"": 1}]",100,21.0,19.4,18.7,26.0,,,,,,,374,298,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E214hF"", ""900"", ""hw67"", ""21.0"", ""19.4"", ""18.7"", ""26.0"", ""374"", ""298""]","[[""cw16""], [""ba11 ss5""], [""dr1""]]"
p10r_table_54_067,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E231,900,cw61 hw30 ba5 pl2 ss2 dr1,"[{""species"": ""cw"", ""percent"": 61}, {""species"": ""hw"", ""percent"": 30}, {""species"": ""ba"", ""percent"": 5}, {""species"": ""pl"", ""percent"": 2}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""dr"", ""percent"": 1}]",101,21.0,,,,,,,,,,43,30,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E231"", ""900"", ""cw61"", ""21.0"", ""43"", ""30""]","[[""hw30 ba5""], [""pl2 ss2""], [""dr1""]]"
p10r_table_54_068,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E233,900,hw44 cw36 dr13 ba4 ss3 fd2,"[{""species"": ""hw"", ""percent"": 44}, {""species"": ""cw"", ""percent"": 36}, {""species"": ""dr"", ""percent"": 13}, {""species"": ""ba"", ""percent"": 4}, {""species"": ""ss"", ""percent"": 3}, {""species"": ""fd"", ""percent"": 2}]",102,23.6,,,,,,,,,,67,18,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E233"", ""900"", ""hw44"", ""23.6"", ""67"", ""18""]","[[""cw36""], [""dr13 ba4""], [""ss3 fd2""]]"
p10r_table_54_069,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E300,900,hw62 ba22 cw9 dr5 ss2 yc1,"[{""species"": ""hw"", ""percent"": 62}, {""species"": ""ba"", ""percent"": 22}, {""species"": ""cw"", ""percent"": 9}, {""species"": ""dr"", ""percent"": 5}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""yc"", ""percent"": 1}]",101,24.7,,,,,,,,,,67,47,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E300"", ""900"", ""hw62"", ""24.7"", ""67"", ""47""]","[[""ba22 cw9""], [""dr5 ss2""], [""yc1""]]"
p10r_table_54_070,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E301,900,hw57 ba25 yc9 cw7 fd2 dr1,"[{""species"": ""hw"", ""percent"": 57}, {""species"": ""ba"", ""percent"": 25}, {""species"": ""yc"", ""percent"": 9}, {""species"": ""cw"", ""percent"": 7}, {""species"": ""fd"", ""percent"": 2}, {""species"": ""dr"", ""percent"": 1}]",101,28.0,25.7,20.0,20.0,31.6,,,,,,6346,5461,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E301"", ""900"", ""hw57"", ""28.0"", ""25.7"", ""20.0"", ""20.0"", ""31.6"", ""6,346"", ""5,461""]","[[""ba25 yc9""], [""cw7 fd2""], [""dr1""]]"
p10r_table_54_071,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E301F,900,hw51 cw39 ba7 ss2 fd1,"[{""species"": ""hw"", ""percent"": 51}, {""species"": ""cw"", ""percent"": 39}, {""species"": ""ba"", ""percent"": 7}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""fd"", ""percent"": 1}]",100,28.0,20.0,25.7,30.0,31.6,,,,,,122,113,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E301F"", ""900"", ""hw51"", ""28.0"", ""20.0"", ""25.7"", ""30.0"", ""31.6"", ""122"", ""113""]","[[""cw39 ba7""], [""ss2 fd1""]]"
p10r_table_54_072,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E301S,1600,hw75 ba22 cw3,"[{""species"": ""hw"", ""percent"": 75}, {""species"": ""ba"", ""percent"": 22}, {""species"": ""cw"", ""percent"": 3}]",100,28.0,25.7,20.0,,,,,,,,269,233,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,1,high,parsed_candidate,not_model_input,,"[""E301S"", ""1,600"", ""hw75"", ""28.0"", ""25.7"", ""20.0"", ""269"", ""233""]","[[""ba22 cw3""]]"
p10r_table_54_073,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E303,900,hw48 cw35 ba12 yc4 dr1 fd1,"[{""species"": ""hw"", ""percent"": 48}, {""species"": ""cw"", ""percent"": 35}, {""species"": ""ba"", ""percent"": 12}, {""species"": ""yc"", ""percent"": 4}, {""species"": ""dr"", ""percent"": 1}, {""species"": ""fd"", ""percent"": 1}]",101,16.0,16.0,13.8,16.0,,,,,,,350,265,363,364,117 of 183,118 of 183,PDF pages 363-364; Appendix B pages 117 of 183-118 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E303"", ""900"", ""hw48"", ""16.0"", ""16.0"", ""13.8"", ""16.0"", ""350"", ""265""]","[[""cw35""], [""ba12 yc4""], [""dr1 fd1""]]"
p10r_table_54_074,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E305,900,hw61 ba18 yc9 cw9 fd3 dr1,"[{""species"": ""hw"", ""percent"": 61}, {""species"": ""ba"", ""percent"": 18}, {""species"": ""yc"", ""percent"": 9}, {""species"": ""cw"", ""percent"": 9}, {""species"": ""fd"", ""percent"": 3}, {""species"": ""dr"", ""percent"": 1}]",101,28.0,28.0,24.0,24.0,31.6,,,,,,152,104,364,364,118 of 183,118 of 183,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E305"", ""900"", ""hw61"", ""28.0"", ""28.0"", ""24.0"", ""24.0"", ""31.6"", ""152"", ""104""]","[[""ba18 yc9""], [""cw9 fd3""], [""dr1""]]"
p10r_table_54_075,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E307,900,hw52 yc22 ba20 cw3 ss3 dr2,"[{""species"": ""hw"", ""percent"": 52}, {""species"": ""yc"", ""percent"": 22}, {""species"": ""ba"", ""percent"": 20}, {""species"": ""cw"", ""percent"": 3}, {""species"": ""ss"", ""percent"": 3}, {""species"": ""dr"", ""percent"": 2}]",102,28.0,24.0,28.0,24.0,28.0,,,,,,85,51,364,364,118 of 183,118 of 183,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E307"", ""900"", ""hw52"", ""28.0"", ""24.0"", ""28.0"", ""24.0"", ""28.0"", ""85"", ""51""]","[[""yc22 ba20""], [""cw3 ss3""], [""dr2""]]"
p10r_table_54_076,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E308,900,hw65 ba16 dr9 cw8 yc2,"[{""species"": ""hw"", ""percent"": 65}, {""species"": ""ba"", ""percent"": 16}, {""species"": ""dr"", ""percent"": 9}, {""species"": ""cw"", ""percent"": 8}, {""species"": ""yc"", ""percent"": 2}]",100,28.0,28.0,24.0,24.0,,,,,,,108,31,364,364,118 of 183,118 of 183,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E308"", ""900"", ""hw65"", ""28.0"", ""28.0"", ""24.0"", ""24.0"", ""108"", ""31""]","[[""ba16 dr9""], [""cw8 yc2""]]"
p10r_table_54_077,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E311,900,hw64 ba20 cw9 yc7,"[{""species"": ""hw"", ""percent"": 64}, {""species"": ""ba"", ""percent"": 20}, {""species"": ""cw"", ""percent"": 9}, {""species"": ""yc"", ""percent"": 7}]",100,16.0,13.8,16.0,16.0,,,,,,,152,121,364,364,118 of 183,118 of 183,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E311"", ""900"", ""hw64"", ""16.0"", ""13.8"", ""16.0"", ""16.0"", ""152"", ""121""]","[[""ba20 cw9""], [""yc7""]]"
p10r_table_54_078,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E401,900,hw44 ba30 yc20 cw5 dr1,"[{""species"": ""hw"", ""percent"": 44}, {""species"": ""ba"", ""percent"": 30}, {""species"": ""yc"", ""percent"": 20}, {""species"": ""cw"", ""percent"": 5}, {""species"": ""dr"", ""percent"": 1}]",100,16.0,12.0,14.1,14.1,,,,,,,148,113,364,364,118 of 183,118 of 183,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E401"", ""900"", ""hw44"", ""16.0"", ""12.0"", ""14.1"", ""14.1"", ""148"", ""113""]","[[""ba30 yc20""], [""cw5 dr1""]]"
p10r_table_54_079,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E422,900,hw57 ba21 cw11 yc9 dr2,"[{""species"": ""hw"", ""percent"": 57}, {""species"": ""ba"", ""percent"": 21}, {""species"": ""cw"", ""percent"": 11}, {""species"": ""yc"", ""percent"": 9}, {""species"": ""dr"", ""percent"": 2}]",100,23.8,,,,,,,,,,38,22,364,364,118 of 183,118 of 183,PDF pages 364-364; Appendix B pages 118 of 183-118 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E422"", ""900"", ""hw57"", ""23.8"", ""38"", ""22""]","[[""ba21""], [""cw11 yc9""], [""dr2""]]"
p10r_table_55_001,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R100,1000,hw45 ba28 cw20 yc6 ss1,"[{""species"": ""hw"", ""percent"": 45}, {""species"": ""ba"", ""percent"": 28}, {""species"": ""cw"", ""percent"": 20}, {""species"": ""yc"", ""percent"": 6}, {""species"": ""ss"", ""percent"": 1}]",100,23.2,17.0,14.3,,,,,,,,13,10,365,365,119 of 183,119 of 183,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R100"", ""1,000"", ""hw4"", ""23.2"", ""17.0"", ""14.3"", ""13"", ""10""]","[[""5""], [""ba2""], [""8""], [""cw2""], [""0""], [""yc6""], [""ss1""]]"
p10r_table_55_002,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R101,1000,cw52 yc24 hw22 pl1 ba1,"[{""species"": ""cw"", ""percent"": 52}, {""species"": ""yc"", ""percent"": 24}, {""species"": ""hw"", ""percent"": 22}, {""species"": ""pl"", ""percent"": 1}, {""species"": ""ba"", ""percent"": 1}]",100,16.0,16.0,16.0,16.0,12.0,17.0,14.3,,,,426,405,365,365,119 of 183,119 of 183,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R101"", ""1,000"", ""cw5"", ""16.0"", ""16.0"", ""16.0"", ""16.0"", ""12.0"", ""17.0"", ""14.3"", ""426"", ""405""]","[[""2""], [""yc2""], [""4""], [""hw2""], [""2""], [""pl1""], [""ba1""]]"
p10r_table_55_003,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R103,1000,hw49 cw39 ss8 ba4,"[{""species"": ""hw"", ""percent"": 49}, {""species"": ""cw"", ""percent"": 39}, {""species"": ""ss"", ""percent"": 8}, {""species"": ""ba"", ""percent"": 4}]",100,12.0,12.0,10.0,9.9,17.0,,,,,,57,54,365,365,119 of 183,119 of 183,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55,5,high,parsed_candidate,not_model_input,,"[""R103"", ""1,000"", ""hw4"", ""12.0"", ""12.0"", ""10.0"", ""9.9"", ""17.0"", ""57"", ""54""]","[[""9""], [""cw3""], [""9""], [""ss8""], [""ba4""]]"
p10r_table_55_004,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R104c,1000,cw74 hw21 ss3 yc2,"[{""species"": ""cw"", ""percent"": 74}, {""species"": ""hw"", ""percent"": 21}, {""species"": ""ss"", ""percent"": 3}, {""species"": ""yc"", ""percent"": 2}]",100,20.0,24.0,24.0,20.0,17.0,14.3,,,,,465,445,365,365,119 of 183,119 of 183,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55,5,high,parsed_candidate,not_model_input,,"[""R104c"", ""1,000"", ""cw7"", ""20.0"", ""24.0"", ""24.0"", ""20.0"", ""17.0"", ""14.3"", ""465"", ""445""]","[[""4""], [""hw2""], [""1""], [""ss3""], [""yc2""]]"
p10r_table_55_005,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R104h,1000,hw64 cw20 ss10 ba5 yc1,"[{""species"": ""hw"", ""percent"": 64}, {""species"": ""cw"", ""percent"": 20}, {""species"": ""ss"", ""percent"": 10}, {""species"": ""ba"", ""percent"": 5}, {""species"": ""yc"", ""percent"": 1}]",100,24.0,20.0,24.0,24.0,20.0,17.0,14.3,,,,735,717,365,365,119 of 183,119 of 183,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R104h"", ""1,000"", ""hw6"", ""24.0"", ""20.0"", ""24.0"", ""24.0"", ""20.0"", ""17.0"", ""14.3"", ""735"", ""717""]","[[""4""], [""cw2""], [""0""], [""ss1""], [""0""], [""ba5""], [""yc1""]]"
p10r_table_55_006,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R104s,1000,cw65 hw23 yc9 ba2 ss1,"[{""species"": ""cw"", ""percent"": 65}, {""species"": ""hw"", ""percent"": 23}, {""species"": ""yc"", ""percent"": 9}, {""species"": ""ba"", ""percent"": 2}, {""species"": ""ss"", ""percent"": 1}]",100,20.0,24.0,20.0,24.0,24.0,17.0,14.3,,,,782,753,365,365,119 of 183,119 of 183,PDF pages 365-365; Appendix B pages 119 of 183-119 of 183; Table 55,6,high,parsed_candidate,not_model_input,,"[""R104s"", ""1,000"", ""cw6"", ""20.0"", ""24.0"", ""20.0"", ""24.0"", ""24.0"", ""17.0"", ""14.3"", ""782"", ""753""]","[[""5""], [""hw2""], [""3""], [""yc9""], [""ba2""], [""ss1""]]"
p10r_table_55_007,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R106,1000,hw42 cw39 ss13 yc3 ba3,"[{""species"": ""hw"", ""percent"": 42}, {""species"": ""cw"", ""percent"": 39}, {""species"": ""ss"", ""percent"": 13}, {""species"": ""yc"", ""percent"": 3}, {""species"": ""ba"", ""percent"": 3}]",100,24.0,24.0,32.0,24.0,24.0,17.0,14.3,,,,179,161,365,366,119 of 183,120 of 183,PDF pages 365-366; Appendix B pages 119 of 183-120 of 183; Table 55,11,high,parsed_candidate,not_model_input,,"[""R106"", ""1,000"", ""hw4"", ""24.0"", ""24.0"", ""32.0"", ""24.0"", ""24.0"", ""17.0"", ""14.3"", ""179"", ""161""]","[[""2""], [""cw3""], [""9""], [""ss1""], [""3""], [""yc3""], [""Spp1"", ""Spp2"", ""Spp3"", ""Spp4"", ""Spp5"", ""d."", ""B""], [""Are"", ""Are""], [""a"", ""a""], ["")"", "")""], [""ba3""]]"
p10r_table_55_008,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R113,1000,cw68 hw19 ss12 yc1,"[{""species"": ""cw"", ""percent"": 68}, {""species"": ""hw"", ""percent"": 19}, {""species"": ""ss"", ""percent"": 12}, {""species"": ""yc"", ""percent"": 1}]",100,16.0,16.0,20.0,16.0,17.0,14.3,,,,,129,121,366,366,120 of 183,120 of 183,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55,6,high,parsed_candidate,not_model_input,,"[""R113"", ""1,000"", ""cw6"", ""16.0"", ""16.0"", ""20.0"", ""16.0"", ""17.0"", ""14.3"", ""129"", ""121""]","[[""8""], [""hw1""], [""9""], [""ss1""], [""2""], [""yc1""]]"
p10r_table_55_009,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R200,1000,hw53 cw33 ba7 yc5 fd2 ss2,"[{""species"": ""hw"", ""percent"": 53}, {""species"": ""cw"", ""percent"": 33}, {""species"": ""ba"", ""percent"": 7}, {""species"": ""yc"", ""percent"": 5}, {""species"": ""fd"", ""percent"": 2}, {""species"": ""ss"", ""percent"": 2}]",102,27.1,17.0,14.3,10.6,,,,,,,111,106,366,366,120 of 183,120 of 183,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R200"", ""1,000"", ""hw5"", ""27.1"", ""17.0"", ""14.3"", ""10.6"", ""111"", ""106""]","[[""3""], [""cw3""], [""3""], [""ba7""], [""yc5""], [""fd2""], [""ss2""]]"
p10r_table_55_010,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R201c,1000,cw72 hw20 ba3 ss3 fd2 yc1,"[{""species"": ""cw"", ""percent"": 72}, {""species"": ""hw"", ""percent"": 20}, {""species"": ""ba"", ""percent"": 3}, {""species"": ""ss"", ""percent"": 3}, {""species"": ""fd"", ""percent"": 2}, {""species"": ""yc"", ""percent"": 1}]",101,22.6,27.7,29.1,30.8,35.8,17.0,12.8,10.6,,,2656,2472,366,366,120 of 183,120 of 183,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R201c"", ""1,000"", ""cw7"", ""22.6"", ""27.7"", ""29.1"", ""30.8"", ""35.8"", ""17.0"", ""12.8"", ""10.6"", ""2,656"", ""2,472""]","[[""2""], [""hw2""], [""0""], [""ba3""], [""ss3""], [""fd2""], [""yc1""]]"
p10r_table_55_011,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R201h,1000,hw75 cw11 ba7 ss4 fd3 dr1,"[{""species"": ""hw"", ""percent"": 75}, {""species"": ""cw"", ""percent"": 11}, {""species"": ""ba"", ""percent"": 7}, {""species"": ""ss"", ""percent"": 4}, {""species"": ""fd"", ""percent"": 3}, {""species"": ""dr"", ""percent"": 1}]",101,27.7,22.6,29.1,30.8,35.8,12.8,17.0,10.6,,,15834,14530,366,366,120 of 183,120 of 183,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R201h"", ""1,000"", ""hw7"", ""27.7"", ""22.6"", ""29.1"", ""30.8"", ""35.8"", ""12.8"", ""17.0"", ""10.6"", ""15,834"", ""14,530""]","[[""5""], [""cw1""], [""1""], [""ba7""], [""ss4""], [""fd3""], [""dr1""]]"
p10r_table_55_012,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R201sc,1000,cw72 hw22 yc4 ba1 ss1 pl1,"[{""species"": ""cw"", ""percent"": 72}, {""species"": ""hw"", ""percent"": 22}, {""species"": ""yc"", ""percent"": 4}, {""species"": ""ba"", ""percent"": 1}, {""species"": ""ss"", ""percent"": 1}, {""species"": ""pl"", ""percent"": 1}]",101,22.6,27.7,22.6,29.1,30.8,17.0,12.8,14.3,,,1519,1427,366,366,120 of 183,120 of 183,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R201sc"", ""1,000"", ""cw7"", ""22.6"", ""27.7"", ""22.6"", ""29.1"", ""30.8"", ""17.0"", ""12.8"", ""14.3"", ""1,519"", ""1,427""]","[[""2""], [""hw2""], [""2""], [""yc4""], [""ba1""], [""ss1""], [""pl1""]]"
p10r_table_55_013,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R201sh,1000,hw64 cw22 ba10 ss2 yc2,"[{""species"": ""hw"", ""percent"": 64}, {""species"": ""cw"", ""percent"": 22}, {""species"": ""ba"", ""percent"": 10}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""yc"", ""percent"": 2}]",100,27.7,22.6,29.1,30.8,22.6,12.8,17.0,14.3,,,899,830,366,366,120 of 183,120 of 183,PDF pages 366-366; Appendix B pages 120 of 183-120 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R201sh"", ""1,000"", ""hw6"", ""27.7"", ""22.6"", ""29.1"", ""30.8"", ""22.6"", ""12.8"", ""17.0"", ""14.3"", ""899"", ""830""]","[[""4""], [""cw2""], [""2""], [""ba1""], [""0""], [""ss2""], [""yc2""]]"
p10r_table_55_014,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R203c,1000,cw71 hw25 yc2 ba1 fd1,"[{""species"": ""cw"", ""percent"": 71}, {""species"": ""hw"", ""percent"": 25}, {""species"": ""yc"", ""percent"": 2}, {""species"": ""ba"", ""percent"": 1}, {""species"": ""fd"", ""percent"": 1}]",100,16.0,17.4,16.0,15.2,32.2,17.0,14.3,10.6,,,244,221,366,367,120 of 183,121 of 183,PDF pages 366-367; Appendix B pages 120 of 183-121 of 183; Table 55,10,high,parsed_candidate,not_model_input,,"[""R203c"", ""1,000"", ""cw7"", ""16.0"", ""17.4"", ""16.0"", ""15.2"", ""32.2"", ""17.0"", ""14.3"", ""10.6"", ""244"", ""221""]","[[""1""], [""hw2""], [""Spp1"", ""Spp2"", ""Spp3"", ""Spp4"", ""Spp5"", ""d."", ""B""], [""Are"", ""Are""], [""a"", ""a""], ["")"", "")""], [""5""], [""yc2""], [""ba1""], [""fd1""]]"
p10r_table_55_015,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R203h,1000,hw70 cw14 ba10 fd4 ss2 yc2,"[{""species"": ""hw"", ""percent"": 70}, {""species"": ""cw"", ""percent"": 14}, {""species"": ""ba"", ""percent"": 10}, {""species"": ""fd"", ""percent"": 4}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""yc"", ""percent"": 2}]",102,17.4,16.0,15.2,32.2,16.8,17.0,10.6,,,,378,345,367,367,121 of 183,121 of 183,PDF pages 367-367; Appendix B pages 121 of 183-121 of 183; Table 55,8,high,parsed_candidate,not_model_input,,"[""R203h"", ""1,000"", ""hw7"", ""17.4"", ""16.0"", ""15.2"", ""32.2"", ""16.8"", ""17.0"", ""10.6"", ""378"", ""345""]","[[""0""], [""cw1""], [""4""], [""ba1""], [""0""], [""fd4""], [""ss2""], [""yc2""]]"
p10r_table_55_016,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R204,1000,hw74 cw14 fd7 ba3 ss2 dr2,"[{""species"": ""hw"", ""percent"": 74}, {""species"": ""cw"", ""percent"": 14}, {""species"": ""fd"", ""percent"": 7}, {""species"": ""ba"", ""percent"": 3}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""dr"", ""percent"": 2}]",102,26.2,22.5,32.0,24.0,24.0,17.0,10.6,,,,112,91,367,367,121 of 183,121 of 183,PDF pages 367-367; Appendix B pages 121 of 183-121 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R204"", ""1,000"", ""hw7"", ""26.2"", ""22.5"", ""32.0"", ""24.0"", ""24.0"", ""17.0"", ""10.6"", ""112"", ""91""]","[[""4""], [""cw1""], [""4""], [""fd7""], [""ba3""], [""ss2""], [""dr2""]]"
p10r_table_55_017,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 55,recent_managed,R205,1000,hw62 cw20 ba7 fd7 ss4 dr1,"[{""species"": ""hw"", ""percent"": 62}, {""species"": ""cw"", ""percent"": 20}, {""species"": ""ba"", ""percent"": 7}, {""species"": ""fd"", ""percent"": 7}, {""species"": ""ss"", ""percent"": 4}, {""species"": ""dr"", ""percent"": 1}]",101,28.6,24.0,30.9,36.0,32.7,17.0,10.6,,,,3629,3022,367,367,121 of 183,121 of 183,PDF pages 367-367; Appendix B pages 121 of 183-121 of 183; Table 55,7,high,parsed_candidate,not_model_input,,"[""R205"", ""1,000"", ""hw6"", ""28.6"", ""24.0"", ""30.9"", ""36.0"", ""32.7"", ""17.0"", ""10.6"", ""3,629"", ""3,022""]","[[""2""], [""cw2""], [""0""], [""ba7""], [""fd7""], [""ss4""], [""dr1""]]"
